company_name,world_rank_2022,world_rank_2021,world_rank_2020,local_rank_2022,local_rank_2021,local_rank_2020,founded_year,ipo_year,matched_to,total_equity_2019,total_equity_2020,total_equity_2021,total_equity_2022,total_capitalization_2019,total_capitalization_2020,total_capitalization_2021,total_capitalization_2022,total_liabilities_2019,total_liabilities_2020,total_liabilities_2021,total_liabilities_2022,total_revenue_2019,total_revenue_2020,total_revenue_2021,total_revenue_2022,investing_cashflow_2019,investing_cashflow_2020,investing_cashflow_2021,investing_cashflow_2022,basic_eps_2019,basic_eps_2020,basic_eps_2021,basic_eps_2022,total_assets_2019,total_assets_2020,total_assets_2021,total_assets_2022,net_income_2019,net_income_2020,net_income_2021,net_income_2022,currency,total_articles,num_employees,use_cases,status,industry
DAQIN RAILWAY,1333.0,1511.0,933.0,203.0,188.0,117.0,2004.0,,"Daqin Railway Co., Ltd.",122.223095284,129.826329625,135.328486202,140.189213924,122.864509078,157.443588896,165.793383329,169.552276505,25.820689756,52.376329042,63.21781067,62.107810533,79.91694784,72.321861009,78.682047234,75.757671668,-7.958462323,1.48761437,-3.333110951,-2.878095853,0.92,0.72,0.8200000000000001,0.75,148.04378504,182.202658667,198.546296872,202.297024457,13.669294112,10.895704612,12.181309677,11.196257454,CNY,,92459.0,,FALSE,Transport&Aerospace
CHINA SHIPBUILDING INDUSTRY COMPANY,1332.0,1369.0,937.0,202.0,191.0,119.0,1999.0,,China Shipbuilding Industry Company Limited,86.3425246238,86.15099077057,86.09717583499001,84.08454533867,98.95633441230001,90.85722811232,93.05346119641,100.76569114891001,96.30893887801,86.25578057854,94.04216463711,104.81282916275,38.056548506910005,34.906187574360004,39.5393590883,44.154934695559994,-8.504626346930001,15.83213537784,-5.51546640307,-9.64590491437,0.022,-0.021,0.01,-0.099,182.65146350180999,172.40677134911,180.1393404721,188.89737450142002,0.50116253083,-0.48119391975,0.21990872554,-2.2607942945999997,CNY,,33009.0,,FALSE,Transport&Aerospace
TRIP.COM GROUP,1266.0,1095.0,642.0,190.0,133.0,78.0,1999.0,,Trip.com Group Limited,105.703,101.567,110.456,113.019,122.979,123.072,120.77,129.664,94.466,85.682,81.403,78.672,35.666,18.316,20.023,20.039,-2.413,-3.821,-4.148,1.136,12.3475,-5.40125,-0.87,,200.169,187.249,191.859,191.691,7.011,-3.247,-0.55,1.403,CNY,,32202.0,,FALSE,Services&Travel
MANGO EXCELLENT MEDIA,1264.0,1642.0,1437.0,189.0,136.0,175.0,2005.0,,"Mango Excellent Media Co., Ltd.",8.81995738407,10.621221246700001,16.99716424407,18.806308561479998,8.78385921907,10.58797818542,16.96640035823,18.85071483678,8.25824876561,8.644478556280001,9.11358716083,10.24336499507,12.50066423205,14.00553495536,15.35586348207,13.704339712309999,0.10934127781,0.19403021294999998,-3.19252402498,0.65368271387,0.66,1.11,1.17,0.98,17.07820614968,19.26569980298,26.1107514049,29.049673556549997,1.1562852537300001,1.98215947682,2.11409017185,1.82492593593,CNY,,4125.0,,FALSE,Retail&ECommerce
HANGZHOU FIRST APPLIED MATERIAL,1262.0,1044.0,3346.0,188.0,267.0,518.0,2003.0,,"Hangzhou First Applied Material Co., Ltd.",6.529243506489999,9.029220805389999,12.19008423947,14.01050598754,7.41462968178,10.37976129245,12.17617769264,16.49574725116,1.7758634351300002,2.5156307233,1.49788052085,6.18418706155,6.37815135592,8.39314204058,12.85789379336,18.87749514599,-0.01962283934,-1.83209505284,1.51701635346,-0.30734347977,0.779762,1.242857,1.6800000000000002,1.19,8.30510694162,11.54485152869,13.68796476032,20.19469304909,0.9570627953099999,1.5650067915099999,2.19654931084,1.57856955882,CNY,,3663.0,,FALSE,Technology&Electronics
YANZHOU COAL MINING COMPANY,1380.0,1442.0,2181.0,211.0,438.0,290.0,1997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63869.0,,FALSE,Resources&Materials
CHINA LONGYUAN POWER GROUP CORPORATION,1249.0,1306.0,2595.0,186.0,323.0,368.0,1993.0,,China Longyuan Power Group Corporation Limited,60.77092244455,66.87155329263,72.71870089942999,80.07892162312,102.18521334212,110.70164312375,118.42550386909,135.44561749424,95.07607416441,107.75706966299,116.58700444037,142.81643282449,27.461433342459998,28.80711910518,37.20849100016,39.86307955545,-10.41693937178,-19.4410383898,-18.46723179897,-19.00857760062,5.3,5.822,8.921,5.84,155.84699660895998,174.62862295562,189.3057053398,222.89535444760998,4.62083275066,4.977377854939999,6.40417898407,5.11218885232,CNY,,8842.0,,FALSE,Resources&Materials
ANHUI GUJING DISTILLERY,1247.0,1398.0,1635.0,185.0,154.0,204.0,1996.0,,"Anhui Gujing Distillery Co., Ltd.",9.432154711739999,10.44885078638,17.252860881529998,,8.94411176444,10.103405652620001,16.709745699469998,,4.43914265142,4.73777492241,8.165225566270001,,10.41696158423,10.29206453441,13.26982626604,,2.67214198952,-0.23121690533,-8.86145112018,,4.17,3.68,4.45,,13.87129736316,15.18662570879,25.4180864478,,2.09752773986,1.85457624929,2.29789441325,,CNY,,11310.0,,FALSE,Food&Restaurants
GIGADEVICE SEMICONDUCTOR (BEIJING),1240.0,1374.0,1538.0,184.0,196.0,191.0,2005.0,,GigaDevice Semiconductor (Beijing) Inc.,5.22604529886,10.69397952196,13.48304831382,,5.30787334257,10.69397952196,13.48304831382,,0.94747916764,1.01674795099,1.93532252627,,3.2029171032,4.49689486781,8.510223468729999,,-0.66842588111,0.31828978858999996,-3.27868139325,,1.028571,1.36,3.54,,6.1735244665,11.710727472950001,15.41837084009,,0.60692209023,0.88070210775,2.3367935352600004,,CNY,,,,FALSE,Technology&Electronics
BANK OF SHANGHAI,1252.0,1351.0,860.0,187.0,164.0,107.0,1996.0,,"Bank of Shanghai Co., Ltd.",177.226631,190.939019,205.768445,,441.586005,455.166108,500.678718,,2059.855312,2271.205002,2447.430234,,49.808777,50.752126,56.217277,,-19.536046,4.116629,-51.603223,,1.36,1.4,1.48,,2237.081943,2462.144021,2653.198679,,20.297588,20.885062,22.042452,,CNY,,12699.0,,FALSE,Finance&Investments
"CHINA MOLYBDENUM CO., LTD.",1231.0,995.0,,183.0,,,1982.0,,CMOC Group Ltd,49.495596093260005,47.334855003410006,48.26421233707,62.037416699139996,62.174543899730004,57.88337860832,54.60586548139,72.82373425856,67.36663038347,75.10639488646001,89.18556028608,102.98180283963,68.67656500879,112.98101862455,173.86258615482,172.99085722136,-2.6791027182600002,-9.4047962858,-4.89179955408,-7.37165423867,0.09,0.11,0.24,,116.86222647673,122.44124988987,137.44977262314998,165.01921953877,1.85701421098,2.32878751192,5.106017249810001,6.066946564189999,CNY,,10956.0,,FALSE,Resources&Materials
WUXI LEAD INTELLIGENT EQUIPMENT,1230.0,1239.0,2489.0,182.0,236.0,345.0,,,"Wuxi Lead Intelligent Equipment CO.,LTD.",4.28415961474,5.61502144926,9.468866047,11.12336962913,5.08055070366,5.61502144926,9.468866047,11.12336962913,5.232536596569999,7.04716312746,14.53128588026,21.78317627301,4.6839788337799995,5.858300569,10.03659173708,13.93235208134,-0.4664471488,-0.50256075653,-3.6152150765999997,2.01008454082,0.5427500000000001,0.5443,1.2827,1.4815,9.51669621131,12.66218457672,24.00015192726,32.906545902139996,0.76557208695,0.7675052051900001,1.58467304604,2.31758088559,CNY,,18774.0,,FALSE,Technology&Electronics
CHANGCHUN HIGH & NEW TECHNOLOGY INDUSTRY (GROUP),1228.0,1323.0,1238.0,181.0,97.0,152.0,1993.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6247.0,,FALSE,Healthcare
BEIJING KINGSOFT OFFICE SOFTWARE,1168.0,1263.0,1510.0,170.0,90.0,185.0,2011.0,,"Beijing Kingsoft Office Software, Inc.",6.06858025844,6.89082327789,7.780209312899999,8.79839096806,6.06858025844,6.85490591992,7.71951549963,8.724302169549999,0.77541322815,1.62076289345,2.6454600979499996,3.2592856266,1.57952061025,2.26096839313,3.28005875803,3.88495948138,-4.47362516171,-1.11631739647,-1.3639057640499999,4.50187306849,1.09,1.9049,2.26,2.42,6.8439934865900005,8.51158617134,10.42566941085,12.05767659466,0.40057920493,0.8781412651799999,1.0412538764,1.11752948204,CNY,,4278.0,,FALSE,IT&Software
HUANENG LANCANG RIVER HYDROPOWER,1167.0,1317.0,1419.0,169.0,223.0,172.0,2001.0,,Huaneng Lancang River Hydropower Inc.,56.75262487098,63.512028694,66.22670577389,69.79825165544,137.68712043205,139.84033504182997,135.81006606676,138.99138855285997,110.70688847256,101.12007333873,94.42756900957,93.08111384998,20.8009411211,19.25337495483,20.201630492139998,21.14171831466,-3.6581079769800002,-4.23044190223,-5.39020843157,-7.921146428149999,0.31,0.27,0.32,0.35,167.45951334354,164.63210203273002,160.65427478345998,162.87936550542003,5.54456570595,4.834590181279999,5.837544928100001,6.8012556308,CNY,,3403.0,,FALSE,Resources&Materials
CHINA MERCHANTS SHEKOU INDUSTRIAL ZONE HOLDINGS,1164.0,1645.0,708.0,168.0,173.0,87.0,1979.0,,"China Merchants Shekou Industrial Zone Holdings Co., Ltd.",227.37046720217998,253.35714681919,276.75518600388,284.44047716844,181.95636927501002,201.72611843208,242.5554367452,262.53445239542003,390.31762112275,483.80019316596,579.448161394,602.03089907326,97.67218119174001,129.62081839456,160.64341299994,183.00265909628,-13.15806703541,-4.8179757389399995,-24.27651649215,-10.014336964309999,1.99,1.46,1.16,0.41,617.68808832493,737.15733998515,856.20334739788,886.4713762417,16.03317579635,12.25286476528,10.372254168700001,4.2640796627199995,CNY,,58037.0,,FALSE,Estate
HENAN SHUANGHUI INVESTMENT & DEVELOPMENT,1158.0,1568.0,1124.0,167.0,102.0,138.0,1998.0,,"Henan Shuanghui Investment & Development Co.,Ltd.",17.11539081233,24.132718966779997,23.14971056435,22.182468274439998,16.503888557,23.77814218671,22.821567012310002,21.86509151852,11.517949718790002,10.571162795180001,10.82765132511,14.22951144534,60.34830574359,73.93519328513001,66.79754931792,62.73057047106,-1.37470855269,-3.6522581328699997,-0.59235261553,-3.4883290639699998,1.6382,1.8642,1.4044,,28.633340531119998,34.70388176196,33.97736188946,36.41197971978,5.437612565069999,6.25551399133,4.86593967432,5.6208856708,CNY,,,,FALSE,Food&Restaurants
IFLYTEK,1137.0,1193.0,1410.0,162.0,199.0,170.0,1999.0,,"iFLYTEK CO.,LTD",11.734836002889999,12.971810964100001,17.337240745869998,16.84706381085,11.81555752806,12.75048023576,17.17276291965,18.11414925284,8.36600008272,11.86428085458,14.05679700854,16.01207590917,10.07868891969,13.024657865850001,18.31360560592,18.82023405291,-2.89899239534,-0.7352888234,-2.5792946520999998,-1.70390053815,0.4,0.64,0.7000000000000001,0.24,20.100836085610002,24.83609181868,31.39403775441,32.85913972002,0.81917585863,1.36378961673,1.55646389456,0.56121302079,CNY,,15046.0,,FALSE,IT&Software
JIANGSU HENGLI HYDRAULIC,1148.0,1120.0,2307.0,166.0,114.0,312.0,1990.0,,"Jiangsu Hengli Hydraulic Co.,Ltd",5.614163835319999,7.3516489931599995,9.23926785167,12.67793618541,5.78328115477,7.68387998642,9.24020184056,12.629977725489999,2.81271980678,3.26867809067,3.0927754762600004,3.52313997692,5.41402197586,7.85503836993,9.309218098530001,8.1967138923,-0.45246651495,-0.66303278727,-0.93239576444,-0.07955417784,0.99,1.73,2.06,1.79,8.4268836421,10.62032708383,12.33204332793,16.20107616233,1.2961998258399998,2.25387455332,2.69359999773,2.342722203,CNY,,5801.0,,FALSE,Machinery&Manufacture
"XINJIANG DAQO NEW ENERGY CO.,LTD.",1146.0,926.0,,165.0,,,2011.0,,"Xinjiang Daqo New Energy Co.,Ltd.",3.3330805696300003,4.66780230765,16.46859671267,45.541572704400004,4.38447699259,5.46886621923,16.46571649427,45.541572704400004,5.775231516600001,4.33393577926,6.00381515817,6.72331352929,2.42608506463,4.66425609809,10.83186666719,30.94030644379,-0.7754568624,-0.44190870955,-3.58633205117,-6.94321949361,0.18,0.6900000000000001,3.25,,9.108312086229999,9.00173808691,22.47241187084,52.26488623369,0.24705883771,1.04343256833,5.72384238235,19.12087125732,CNY,,4091.0,,FALSE,Machinery&Manufacture
FUYAO GLASS INDUSTRY GROUP,1144.0,1177.0,1699.0,164.0,157.0,217.0,1987.0,,"Fuyao Glass Industry Group Co., Ltd.",21.369081522,21.590907298,26.294104291,28.988298128,22.563366209,24.778302436,28.643734223,32.010009659,17.457198085,16.832717886,18.490789663,21.779200663,21.103877523,19.906593468,23.603063361,28.098754166,-3.125297837,-1.166620349,-1.862678315,-7.656009186,1.16,1.04,1.23,1.82,38.826279607,38.423625184,44.784893954,50.767498791,2.898433273,2.600776459,3.146167091,4.755595541,CNY,,28982.0,,FALSE,Transport&Aerospace
AIR CHINA,1140.0,1454.0,824.0,163.0,182.0,102.0,1988.0,,Air China Limited,101.376643,83.81413,65.865073,21.560186,110.104822,109.221518,114.522566,101.67125,192.87691,200.25658,232.550079,273.451149,136.18069,69.503749,74.53167,52.897584,-11.96663,-15.865313,-4.452783,-6.870708,0.47,-1.05,-1.21,-2.81,294.253553,284.07071,298.415152,295.011335,6.408576,-14.409429,-16.64231,-38.619499,CNY,,87190.0,,FALSE,Services&Travel
CHINA NATIONAL NUCLEAR POWER,1021.0,1447.0,1378.0,137.0,234.0,165.0,2008.0,,"China National Nuclear Power Co., Ltd.",90.28283840294,116.48967556981,125.2783083474,147.86944201810002,237.95760802356,253.3507220389,266.51546266581,306.150900511,257.3560941975,265.25629760315,284.34307780444,316.75053325499,46.06715509072,52.27645196021,62.36721753167,71.28560084364,-26.30184860204,-27.56738160214,-26.038602503790003,-53.00839029007,0.306,0.379,0.45,0.468,347.63893260044,381.74597317296,409.62138615184,464.61997527309,4.61255884959,5.9954520450799995,8.03808494204,9.00982959517,CNY,,13152.0,,FALSE,Resources&Materials
GUANGZHOU AUTOMOBILE GROUP,1020.0,909.0,971.0,136.0,151.0,123.0,1955.0,,"Guangzhou Automobile Group Co., Ltd.",82.454220845,86.659603994,92.594760006,122.248289026,87.825708155,92.794180096,95.956528762,118.088231957,54.955307018,56.147058923,61.601803661,67.772458376,59.704321649,63.15698526,75.675765001,110.006436957,-4.825681759,0.468813787,1.648885454,-3.833793032,0.65,0.58,0.72,,137.409527863,142.806662917,154.196563667,190.020747402,6.617537435,5.965826997,7.334915288,8.068192246,CNY,,100121.0,,FALSE,Transport&Aerospace
BEIJING ORIENTAL YUHONG WATERPROOF TECHNOLOGY,1015.0,1115.0,2507.0,135.0,198.0,352.0,1998.0,,"Beijing Oriental Yuhong Waterproof Technology Co., Ltd.",9.959869031010001,14.830975508569999,26.68366112541,27.18848514978,11.73252857095,15.03608180652,27.39814124332,27.3511030988,12.45579115755,13.01567327223,23.04956580297,23.36729447466,18.154344171400002,21.73037303852,31.93420100474,31.213835246240002,-1.37436194283,-1.74376260862,-5.65066494283,-4.72864591352,0.93,1.51,1.74,0.85,22.41566018856,27.8466487808,49.73322692838,50.55577962444,2.06594468798,3.3888700650100003,4.2046994879,2.12029757539,CNY,,12590.0,,FALSE,Resources&Materials
CHINA TOWER CORPORATION,1002.0,924.0,401.0,133.0,99.0,47.0,2014.0,,China Tower Corporation Limited,182.561,186.246,189.354,193.591,191.039,213.366,230.926,225.039,155.506,151.134,133.905,111.969,76.428,81.099,86.585,92.17,-28.136,-37.897,-31.515,-27.657,0.0297,0.0368,0.0419,,338.067,337.38,323.259,305.56,5.222,6.428,7.329,8.787,CNY,,21898.0,,FALSE,Communication&Entertainment
POWER CONSTRUCTION CORPORATION OF CHINA LTD,999.0,1450.0,1618.0,132.0,287.0,200.0,2009.0,,"Power Construction Corporation of China, Ltd",193.47106112826,223.90933835255998,240.13200054117002,240.34399225769,353.23187952376,374.73129659853004,409.9360660155,451.11864055998,619.75656120117,662.63410331885,723.8453688624201,799.73411679295,348.47774497456,401.95548117469,448.98030608165004,572.6129471960201,-72.24362916167,-58.12926425299,-46.426735924599996,-45.66627797017,0.4567,0.4632,0.5792,,813.22762232943,886.54344167141,963.9773694035899,1040.07810905064,7.23936537714,7.98716843079,8.632095909430001,11.43544383244,CNY,,132583.0,,FALSE,Resources&Materials
COUNTRY GARDEN HOLDINGS COMPANY,991.0,858.0,419.0,130.0,84.0,49.0,1992.0,,Country Garden Holdings Company Limited,218.608,257.003,300.627,309.573,405.27,405.346,437.64,381.222,1688.544,1758.806,1647.738,1434.894,485.908,462.856,523.064,430.371,-19.091,-5.917,-18.042,4.406,1.85,1.62,1.22,-0.26,1907.152,2015.809,1948.365,1744.467,39.55,35.022,26.797,-6.052,CNY,,69932.0,,FALSE,Estate
JA SOLAR TECHNOLOGY,984.0,1224.0,4952.0,129.0,272.0,900.0,2005.0,,"JA Solar Technology Co., Ltd.",8.29477772711,14.839688584260001,16.717515964889998,30.16367247747,10.47755515121,15.43375195214,17.75812393951,29.28129529067,20.23283329934,22.45778483562,40.24993143212,42.184953103459996,21.15547998981,25.846520912720003,41.3017536279,72.98940057518,-2.3286970141300003,-2.4954119929000003,-4.00992365347,-7.215193524229999,0.907143,0.778571,0.92,1.714286,28.52761102645,37.29747341988,56.967447397010005,72.34862558092999,1.25195803901,1.5065836271500002,2.0386287143599997,5.53286677252,CNY,,32591.0,,FALSE,Resources&Materials
YUNNAN BAIYAO GROUP,1009.0,1213.0,978.0,134.0,119.0,125.0,1902.0,,"Yunnan Baiyao Group Co.,Ltd",38.09990783693,38.34402041148,38.43381784559,38.52699726179,38.854626227,38.08915001305,38.31573690889,38.50577373186,11.5581412819,16.87542783152,13.858947800629998,14.793946606950001,29.66467386868,32.74276676379,36.37391901603,36.48837264973,13.96626157354,1.086493684,3.99869634391,-6.31608280104,2.342857,3.085714,2.21,1.9,49.65804911883,55.219448243,52.29276564622,53.320943868739995,4.18372755332,5.51607217881,2.80362155687,3.0011258874499998,CNY,,8781.0,,FALSE,Healthcare
YUM CHINA HOLDINGS,982.0,833.0,872.0,128.0,107.0,108.0,2016.0,2016.0,"Yum China Holdings, Inc.",3.175,6.471,7.922,7.16,3.077,6.206,7.056,6.482,3.775,4.404,5.301,4.666,8.776,8.263,9.853,9.569,-0.91,-3.109,-0.855,-0.522,1.89,2.01,2.34,1.05,6.95,10.875,13.223,11.826,0.713,0.784,0.99,0.442,USD,,145000.0,,FALSE,Retail&ECommerce
TIANQI LITHIUM CORPORATION,977.0,798.0,2242.0,127.0,296.0,302.0,,,Tianqi Lithium Corporation,8.90944949006,7.43252426549,18.15168349678,53.06776234908,21.28900020342,11.535490563229999,23.389586402240003,56.757618404160006,37.687405340050006,34.60304017983,26.013642162340002,17.778729768279998,4.84061528361,3.23945220558,7.6633209418699995,40.448883981769995,-3.36241335007,-0.50494131827,-0.13757598907,0.74400900739,-5.24,-1.24,1.41,,46.59685483011,42.03556444532,44.16532565912,70.84649211736,-5.98336246157,-1.83376574487,2.07885730244,24.12458872444,CNY,,2191.0,,FALSE,Resources&Materials
HAITONG SECURITIES,969.0,957.0,609.0,126.0,121.0,72.0,1988.0,,"Haitong Securities Co., Ltd.",141.11874313270002,168.12631183576002,177.75478609372,177.62205761714,399.78785577252,434.80526939837,446.52944010881,459.67431496377003,495.67488847051,525.947038849,567.1703633139,575.9855195124301,34.30356136331,37.680975359129995,41.540905555120005,25.16974300605,1.05198520143,-16.45578963359,-20.93683253245,-15.2835077759,0.8300000000000001,0.9,0.98,0.5,636.79363160321,694.07335068476,744.92514940762,753.6075771295699,9.52324783458,10.87539634626,12.82651706548,6.54534696483,CNY,,12143.0,,FALSE,Finance&Investments
DIDI GLOBAL INC.,966.0,513.0,375.0,125.0,55.0,42.0,2012.0,2021.0,DiDi Global Inc.,127.157782,117.149597,125.447,,127.746961,115.074188,113.728,,17.562751,30.115798,27.551,,154.786128,141.736152,173.827,,-6.150778,-1.946323,1.145,,-21.209455,-23.284862,,,144.720533,147.265395,152.998,,-9.728459,-10.514498,-49.343,,CNY,,24396.0,,FALSE,Services&Travel
CGN POWER,964.0,1152.0,653.0,124.0,137.0,79.0,1994.0,,"CGN Power Co., Ltd.",135.29386749146002,141.63060625791002,150.91043162397,,266.6489220707,259.45631707391,262.82041557031,,252.68136703533,250.26776722782,249.08257622141,,60.875176254900005,69.96297242386,80.06849912976,,-14.63683825375,-11.759174376659999,-14.568912975549999,,0.201,0.189,0.193,0.197,387.97523452678996,391.89837348572996,399.99300784538,,9.46570035579,9.56230762117,9.732589251459999,,CNY,,18968.0,,FALSE,Resources&Materials
"TRINA SOLAR CO., LTD",963.0,1199.0,,123.0,,,1997.0,,"Trina Solar Co., Ltd",12.69842296636,15.700778505719999,18.163597459970003,28.79555040523,14.56050128714,19.18943620038,25.06283057851,29.91119587948,23.79281170427,29.89168284515,45.37628439915,61.1805134766,23.3216958603,29.41797342928,44.48039007181,85.05179284883,-5.199644624659999,-3.98793249032,-6.85192961861,-8.965645012729999,0.36,0.64,0.87,1.72,36.49123467063,45.59246135087,63.53988185912,89.97606388183,0.64059515146,1.22927675649,1.8042317115,3.6800218337399997,CNY,,23077.0,,FALSE,Resources&Materials
CHINA MERCHANTS SECURITIES,952.0,963.0,953.0,122.0,95.0,120.0,1991.0,,"China Merchants Securities Co., Ltd.",85.12784982724,105.82471175188999,112.59045021695,115.24156477681,195.66892397985,249.89860433105,298.72473134658003,297.50929871149,296.6440383012,393.90196603285,484.63067658191,496.42031548108,17.826361607549998,23.23503210654,27.82863921395,17.557518693360002,-1.79909839559,2.5209849346,13.81340595516,-19.12979517355,0.8200000000000001,1.06,1.25,0.86,381.77188812844,499.72667778474,597.22112679886,611.6618802578901,7.28238082933,9.49163879698,11.64506513715,8.072318543949999,CNY,0.0,12488.0,['Data_managment&Security'],TRUE,Finance&Investments
SHAANXI COAL INDUSTRY COMPANY,1118.0,1086.0,1229.0,159.0,194.0,151.0,2004.0,,Shaanxi Coal Industry Company Limited,76.16986614948,89.669446816,114.61698392042,137.91713310752,69.32168939833001,77.02408822577,92.44053455279,106.84653012636,50.51365576266,59.24289901446,70.79034457135,77.34270038512,73.4034431277,94.86027231632,152.2664231575,166.84772595923002,-5.82505043974,-6.0260975012,-6.29414548498,-34.01435327928,1.2,1.53,2.21,3.62,126.68352191214,148.91234583046,185.40732849177,215.25983349264,11.64339796125,14.882641694930001,21.13968786096,35.12294409391,CNY,,39486.0,,FALSE,Resources&Materials
GUANGDONG HAID GROUP,1116.0,1311.0,1890.0,158.0,168.0,249.0,1998.0,,"Guangdong Haid Group Co., Limited",9.74199030776,14.958691961360001,15.93338473644,19.350115534310003,9.92545077399,15.13419356441,18.87224339257,22.89131401529,9.112324910549999,12.56826640983,19.71519506365,24.887666198,47.6125874645,60.323862405940005,85.99855974878,104.71541748592,-2.11696808232,-4.320546114600001,-4.22321429948,-5.44548457432,1.06,1.6,0.98,1.79,18.854315218310003,27.52695837119,35.64857980009,44.23778173231,1.6487625795899998,2.5227304193499998,1.59604617308,2.95414240334,CNY,,20774.0,,FALSE,Food&Restaurants
