company_name,world_rank_2022,world_rank_2021,world_rank_2020,company_business,local_rank_2022,local_rank_2021,local_rank_2020,num_employees_x,founded_year,ipo_year,matched_to,total_equity_2019,total_equity_2020,total_equity_2021,total_equity_2022,total_capitalization_2019,total_capitalization_2020,total_capitalization_2021,total_capitalization_2022,total_liabilities_2019,total_liabilities_2020,total_liabilities_2021,total_liabilities_2022,total_revenue_2019,total_revenue_2020,total_revenue_2021,total_revenue_2022,investing_cashflow_2019,investing_cashflow_2020,investing_cashflow_2021,investing_cashflow_2022,basic_eps_2019,basic_eps_2020,basic_eps_2021,basic_eps_2022,total_assets_2019,total_assets_2020,total_assets_2021,total_assets_2022,net_income_2019,net_income_2020,net_income_2021,net_income_2022,currency,num_employees_y,status,use_cases,slugs_matched,related_companies,total_articles,profile_tier
FUYAO GLASS INDUSTRY GROUP,1144,1177,1699,"['Consumer Cyclical', 'Automobile', 'Automobile Parts', 'Glass Products']",164,157,217,27067,1987,,"Fuyao Glass Industry Group Co., Ltd.",21369081522.0,21590907298.0,26294104291.0,28988298128.0,22563366209.0,24778302436.0,28643734223.0,32010009659.0,17457198085.0,16832717886.0,18490789663.0,21779200663.0,21103877523.0,19906593468.0,23603063361.0,28098754166.0,-3125297837.0,-1166620349.0,-1862678315.0,-7656009186.0,1.16,1.04,1.23,1.82,38826279607.0,38423625184.0,44784893954.0,50767498791.0,2898433273.0,2600776459.0,3146167091.0,4755595541.0,CNY,28982,,,,,,
CHINA GALAXY SECURITIES,1523,1623,1164,"['Financial Services', 'Banking Services', 'Stock Markets, Trading, Capital Markets']",233,190,142,11545,2007,,"China Galaxy Securities Co., Ltd.",71921697907.03,82008058000.0,98978051000.0,102612898000.0,166531196653.63,218821084000.0,238391923000.0,255039013000.0,243744179526.8,363722157000.0,461156982000.0,522602826000.0,17031813462.85,17179754000.0,22904740000.0,18592475000.0,-12812101422.36,-42557872000.0,-23701738000.0,-24811024000.0,0.52,0.71,0.97,,315665877433.83,445730215000.0,560135033000.0,625215724000.0,5228429052.09,7243654000.0,10430238000.0,7760544000.0,CNY,13165,,,,,,
CNPC CAPITAL COMPANY,1803,1923,1021,"['Banking Services', 'Financial Services', 'Insurance', 'Conglomerate']",277,211,128,4361,1996,,CNPC Capital Company Limited,153583736472.74,162168843949.38,168478549234.28,175686338545.53,110319156024.75,112674382320.6,107767512192.43,102150007444.49,779796248290.1,777874539091.76,822052967065.53,848087622239.11,33125741696.92,30127421045.6,30963931672.48,32431443205.38,4964269651.75,18114815896.27,17406883392.5,-35891650405.25,0.62,0.62,0.44,0.39,933379984762.84,940043383041.14,990531516299.81,1023773960784.64,7792586363.51,7843863454.16,5550119961.32,4917991589.44,CNY,4292,,,,,,
HANSOH PHARMACEUTICAL GROUP COMPANY,1474,1256,856,"['Healthcare', 'Pharmaceutical', 'HealthCare Products']",228,93,105,9178,1995,,Hansoh Pharmaceutical Group Company Limited,13044322000.0,17875598000.0,20028845000.0,22646944000.0,13044322000.0,17875598000.0,23771841000.0,26929686000.0,6530882000.0,2916462000.0,7131326000.0,7354935000.0,8682746000.0,8690234000.0,9935141000.0,9382410000.0,-7075599000.0,-2874127000.0,-2259157000.0,-5935073000.0,0.47000000000000003,0.44,0.46,0.44,19575204000.0,20792060000.0,27160171000.0,30001879000.0,2556742000.0,2568907000.0,2712902000.0,2583747000.0,CNY,10523,,,,,,
TBEA,1648,1519,3521,"['Industries', 'Electrical Products']",252,458,557,,1938,,"TBEA Co., Ltd.",43027720577.68,46596685959.67,56964403159.05,80160423363.83,57212073230.18,58855688613.74,67913230415.78,82659319018.92,59196982203.89,62897661489.46,69393677942.77,90173579891.46,37029645462.87,44165999579.17,61370600608.19,96003178017.2,-9992139918.11,-3584611655.92,-11444348437.38,-22779905128.45,0.46950000000000003,0.5803,1.8813,4.1183,102224702781.57,109494347449.13,126358081101.82,170334003255.29,2018419117.58,2486870007.53,7254795959.39,15883017182.56,CNY,,,,,,,
OPPEIN HOME GROUP,1436,1495,2122,"['Consumer Cyclical', 'Home Furnishing', 'Furniture']",220,224,280,,1994,,Oppein Home Group Inc.,9558915785.15,11925427990.33,14408955672.04,16513799774.99,11161414709.32,12420576738.56,14408790729.4,18114971091.58,5254958306.79,6918203141.85,8983777693.2,12097207413.62,13533360200.97,14739690238.09,20441604591.5,22479503474.56,-4653897386.06,-2337133694.69,-2065130017.73,-7146174752.94,3.13,3.47,4.4,4.41,14813874091.94,18843631132.18,23392733365.23,28611007188.61,1839448516.68,2062629441.88,2665588441.38,2688425483.5,CNY,,,,,,,
BANK OF HANGZHOU,1594,1585,2149,"['Financial Services', 'Banking Services']",237,207,284,7914,1996,,"Bank of Hangzhou Co., Ltd.",62544597000.0,80862555000.0,90070586000.0,98573225000.0,221859019000.0,244655738000.0,379952413000.0,398339252000.0,961525510000.0,1088394693000.0,1300493944000.0,1517964826000.0,21402087000.0,24637880000.0,29147975000.0,32571443000.0,1806695000.0,-59958535000.0,-102956769000.0,-62164966000.0,1.19,1.17,1.43,1.83,1024070107000.0,1169257248000.0,1390564530000.0,1616538051000.0,6602123000.0,7136450000.0,9261019000.0,11679330000.0,CNY,,,,,,,
XINJIANG TIANSHAN CEMENT,995,5625,5568,"['Basic Materials', 'Cement', 'Construction Materials']",131,1000,,,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SICHUAN ROAD & BRIDGE,2128,3299,5583,"['Industries', 'Construction']",336,790,,,,,"Sichuan Road & Bridge Co.,Ltd",17245084635.55,24763701560.41,30532315028.48,46001086853.59,48936833215.8,58093387403.28,69883512077.14,92771660565.09,80370396339.98,88460043853.93,106506158773.56,162297651122.38,52725476605.31,61069907487.56,85048512411.56,135151163208.21,-6222790970.4,-5270225395.62,-3652838403.34,-7843724139.26,0.47000000000000003,0.78,1.15,,97615480975.53,113223745414.34,137038473802.04,208298737975.97,1701863780.31,3025220328.02,5582069264.75,11212905939.15,CNY,16366,,,,,,
"GUSHEN, INC.",,,,,,,,,,,Gushengtang Holdings Limited,-970188000.0,-1133307000.0,1549411000.0,1722134000.0,-460451000.0,-874248000.0,1615729000.0,1774023000.0,2072206000.0,2578751000.0,842389000.0,891489000.0,896156000.0,925366000.0,1372099000.0,1624561000.0,-35376000.0,-117471000.0,-48952000.0,-178364000.0,-0.641863,-1.110039,-4.38,0.8,1102018000.0,1445444000.0,2391800000.0,2613623000.0,-147883000.0,-255749000.0,-507069000.0,183294000.0,CNY,1907,,,,,,
COUNTRY GARDEN HOLDINGS COMPANY,991,858,419,"['Real Estate', 'Construction', 'Property Investments', 'Hotels', 'Construction']",130,84,49,101784,1992,,Country Garden Holdings Company Limited,218608000000.0,257003000000.0,300627000000.0,309573000000.0,405270000000.0,405346000000.0,437640000000.0,381222000000.0,1688544000000.0,1758806000000.0,1647738000000.0,1434894000000.0,485908000000.0,462856000000.0,523064000000.0,430371000000.0,-19091000000.0,-5917000000.0,-18042000000.0,4406000000.0,1.85,1.62,1.22,-0.26,1907152000000.0,2015809000000.0,1948365000000.0,1744467000000.0,39550000000.0,35022000000.0,26797000000.0,-6052000000.0,CNY,69932,,,,,,
ZHUZHOU CRRC TIMES ELECTRIC,1615,2621,2899,"['Industries', 'Railway']",239,506,416,,2005,,"Zhuzhou CRRC Times Electric Co., Ltd.",22196279157.0,24259590404.0,33292644438.0,35295731182.0,22140799187.0,23935156161.0,32698681765.0,34603388003.0,10789336199.0,9606130854.0,10858100789.0,13213823602.0,16304206791.0,16033898624.0,15121167406.0,18033778561.0,-1475461834.0,-629724791.0,-6013742315.0,-2262987012.0,2.26,2.11,1.63,,32985615356.0,33865721258.0,44150745227.0,48509554784.0,2659163867.0,2475454606.0,2017694796.0,2555823375.0,CNY,7994,,,,,,
SUZHOU MAXWELL TECHNOLOGIES,2011,1891,7411,"['Technology', 'Semiconductors']",310,484,,,,,"Suzhou Maxwell Technologies Co., Ltd.",1355308396.01,1735273812.69,5844897359.51,6429312558.67,1358870859.4,1837353669.45,5871693928.0,6532036416.84,2649748892.84,2916696452.81,3930984702.52,8097525103.43,1437708963.01,2285442723.89,3095391234.37,4148248486.96,-158648309.01,-157545924.26,-1934606698.68,-224615585.4,1.652778,4.7375,3.91,4.99,4005057288.85,4651970265.5,9775882062.03,14526837662.1,247542923.1,394433569.03,642802185.94,861919515.86,CNY,6147,,,,,,
SHANDONG HUALU-HENGSHENG CHEMICAL,1872,1689,2829,"['Basic Materials', 'Chemicals', 'Fertilizers', 'Agriculture Related']",288,282,403,3921,,,"Shandong Hualu-Hengsheng Chemical Co., Ltd.",14231190946.54,15648714117.98,22705467447.53,27920861080.99,15735352746.54,16643376669.46,23961020715.08,30179586067.97,3956059751.17,4900575227.99,5947711250.07,7084584622.74,14190478407.87,13114959474.65,26635860726.65,30245283380.3,-2013836593.92,-2265610528.22,-3628823480.93,-7292106706.5,1.16,0.85,3.439,,18187250697.71,20549289345.97,28653178697.6,35005445703.73,2453030877.47,1798376502.03,7254167060.52,6289374659.11,CNY,5226,,,,,,
NINGBO ZHOUSHAN PORT COMPANY,1819,2080,2038,"['Industries', 'Infrastructure', 'Freight Transport', 'Logistics', 'Shipping']",280,280,261,,2008,,Ningbo Zhoushan Port Company Limited,44431836000.0,55376867000.0,58873335000.0,76552961000.0,47836034000.0,59075338000.0,66757196000.0,83447305000.0,27347155000.0,30042133000.0,36088250000.0,32136358000.0,24322024000.0,21267766000.0,23127500000.0,25855015000.0,-1998874000.0,-6556936000.0,-5486594000.0,-5360274000.0,0.25,0.25,0.27,,71778991000.0,85419000000.0,94961585000.0,108689319000.0,3422218000.0,3430805000.0,4331678000.0,4265102000.0,CNY,17067,,,,,,
PHARMARON BEIJING,1364,953,2512,"['Healthcare', 'Biotechnology', 'Medical Laboratory']",208,192,353,11012,2004,,"Pharmaron Beijing Co., Ltd.",7838018322.04,8933740074.23,10295306743.77,10839867715.17,8309090660.61,9265130763.46,14552425993.13,15002876378.5,2097019936.55,2975052612.82,8093817609.58,9652689512.9,3757160086.84,5133596758.68,7443769724.38,10266288179.53,-1045204425.08,-3371050880.26,-5258146929.79,-2208542126.54,0.552267,0.9883329999999999,1.3988,1.1625,9935038258.59,11908792687.05,18389124353.35,20492557228.07,547191486.94,1172382387.8,1661028567.53,1374604224.18,CNY,19481,,,,,,
SHANGHAI BAOSIGHT SOFTWARE,1584,1567,2901,"['Technology', 'Software and IT']",236,259,418,,1978,,"Shanghai Baosight Software Co.,Ltd.",7269090700.15,7512535234.18,9603579171.69,10660003139.56,7064847877.69,7282573322.0,9017459983.75,9942567366.82,2998586842.62,6557913325.39,8256589982.42,8921028475.78,6849043376.68,9517762983.89,11759361474.51,13149886848.21,-970347592.78,-616517560.61,-825991449.37,-290692242.04,0.46035499999999996,0.6984619999999999,0.935,1.12,10267677542.77,14070448559.57,17860169154.11,19581031615.34,879342167.77,1300621550.41,1818835200.72,2185886525.27,CNY,5711,,,,,,
HUALI INDUSTRIAL GROUP COMPANY LIMITED,1298,1405,,"['Consumer Cyclical', 'Apparels and Accessories']",198,,,,1995,,Huali Industrial Group Company Limited,4168282500.43,5741403431.43,10926758254.94,13195432564.18,4168282500.43,5741403431.43,10926758254.94,13195432564.18,5444703575.83,3996882755.09,5252564599.0,3914837497.57,15165661300.47,13931137966.93,17469576228.77,20569267348.44,-1367966192.09,-836234448.16,-4349547480.46,-2025351124.98,3.42,1.79,2.45,,9612986076.26,9738286186.52,16179322853.94,17110270061.75,1821085058.35,1878588293.45,2767861131.8,3228024888.72,CNY,155481,,,,,,
CHANGCHUN HIGH & NEW TECHNOLOGY INDUSTRY (GROUP),1228,1323,1238,"['Healthcare', 'Pharmaceutical', 'Biopharmaceutical', 'HealthCare Products']",181,97,152,6247,1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GD POWER DEVELOPMENT,2228,2464,2206,"['Utilities', 'Energy', 'Electricity Generation', 'Power Generation', 'Electric Utilities']",357,396,295,32913,1992,,"GD Power Development Co.,Ltd",116648541195.87,118537646493.64,111172413711.93,110271454717.9,183114313150.96,173729443809.59,186247461644.04,202329179928.98,248199311912.9,238799707077.72,286736405211.22,302580430729.77,116599292224.93,116421161443.09,168185484386.91,192680636477.15,-11452934358.83,-12187591307.9,-20528485520.02,-39365029566.22,0.081,0.218,-0.10300000000000001,0.154,364847853108.77,357337353571.36,397908818923.15,412851885447.67,1868693329.39,2633092716.74,-1845353429.31,2824661198.24,CNY,39250,,,,,,
LENOVO GROUP,1450,1558,1760,"['Technology', 'Electronics', 'Laptops', 'Computers Hardware', 'Mobiles & Accessories']",222,239,226,71500,1984,,Lenovo Group Limited,,4059295000.0,3610533000.0,5394701000.0,,5438005000.0,6234794000.0,7623987000.0,,28068872000.0,34380098000.0,39115743000.0,,50716349000.0,60742312000.0,71618216000.0,,-956953000.0,-975899000.0,-1498393000.0,,0.0558,0.0954,0.17450000000000002,,32128167000.0,37990631000.0,44510444000.0,,718851000.0,1210839000.0,2029818000.0,USD,82000,False,,['lenovo'],['Lenovo'],3,3
ORIENT SECURITIES COMPANY,1468,1379,1492,"['Financial Services', 'Banking Services', 'Asset Management', 'Brokerage Services', 'Investments']",226,238,182,6339,1998,,Orient Securities Company Limited,54011636732.84,60231144029.18,64143105642.53,77398288592.72,144412726954.56,148973656208.24,147777453110.6,151850756222.79,208959804837.29,230886297555.25,262456516307.04,290668669914.77,18461214451.49,21922025424.76,22925713948.81,18059479965.51,-4725101244.87,3462434203.19,18492482627.41,-16020970257.38,0.34368899999999997,0.373148,0.72,,262971441570.13,291117441584.43,326599621949.57,368066958507.49,2435079764.1,2722988518.72,5371496261.61,3010558218.74,CNY,8391,,,,,,
GLODON COMPANY,1679,1881,2528,"['Technology', 'Software and IT', 'Software Products']",260,195,355,,1998,,Glodon Company Limited,3349092655.09,6557810912.19,6272743707.58,6801106736.5,3269318965.68,6402314284.86,5787737027.21,6311747170.12,2818223532.94,2989286242.14,3794882433.78,4744386794.44,3540651172.81,4004643090.49,5619380098.61,6590835842.4,-227307366.36,-696502775.01,-1541382490.06,-964230855.46,0.2087,0.2867,0.5636,,6167316188.03,9547097154.33,10067626141.36,11545493530.94,235072017.67,330388350.03,660974286.88,966734779.17,CNY,,,,,,,
YTO EXPRESS GROUP,2024,3598,2666,"['Industries', 'Courier', 'Logistics']",312,469,376,1070,1992,,"YTO Express Group Co.,Ltd.",13220936904.28,17515670677.63,23058461422.46,27193746097.77,15910811218.09,17129493978.06,23102370012.22,26947851842.58,8940035554.36,8913481219.3,11163843942.99,12063573705.06,31151121008.07,34907041590.3,45154953607.39,53539313975.17,-3763074447.39,-3331306893.57,-7126720957.38,-5747439173.0,0.5897,0.5723,0.6656000000000001,1.1402,22160972458.64,26429151896.93,34222305365.45,39257319802.83,1667702784.32,1766752164.57,2103408505.21,3919673606.25,CNY,,,,,,,
SMOORE INTERNATIONAL HOLDINGS,807,697,,"['Tobacco Products', 'Tobacco and Cigarette']",102,,,,2009,,Smoore International Holdings Limited,734673000.0,12399721000.0,19246359000.0,20377208000.0,734673000.0,12399721000.0,19246359000.0,20377208000.0,2567230000.0,2374088000.0,3624947000.0,3982109000.0,7610601000.0,10009937000.0,13755242000.0,12144980000.0,-489460000.0,-1261464000.0,-5225624000.0,-2423984000.0,0.378477,0.4449,0.8854000000000001,0.4166,3301903000.0,14773809000.0,22871306000.0,24359317000.0,2173789000.0,2399921000.0,5286967000.0,2510316000.0,CNY,16373,,,,,,
ALUMINUM CORPORATION OF CHINA,1355,1147,1811,"['Basic Materials', 'Mining', 'Metals', 'Aluminum']",207,303,238,63007,2001,,Aluminum Corporation of China Limited,70725060000.0,71171716000.0,72783497000.0,87755967000.0,106892588000.0,105592228000.0,109753745000.0,112999777000.0,132345604000.0,123729968000.0,119593400000.0,124592064000.0,190074161000.0,185994253000.0,269748232000.0,290987942000.0,-13392301000.0,1932820000.0,-744301000.0,-3418297000.0,0.55,0.85,8.15,5.975,203070664000.0,194901684000.0,192376897000.0,212348031000.0,850999000.0,741004000.0,5079562000.0,4191927000.0,CNY,67383,,,,,,
MONTAGE TECHNOLOGY GROUP,1488,1867,1310,"['Technology', 'Semiconductors', 'Processors / Chips', 'Technology Hardware and Instruments']",230,193,159,255,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZHEJIANG SANHUA INTELLIGENT CONTROLS,1434,1538,2117,"['Industries', 'Electronics', 'Electrical Products', 'Refrigerators', 'Industry Machinery']",219,206,279,14478,,,"Zhejiang Sanhua Intelligent Controls Co.,Ltd",9365418465.72,10152752771.03,11252590608.73,,9684515208.54,11772713514.44,14603805849.82,,5424771704.92,6879777959.15,12367376151.18,,11287489442.23,12109833368.44,16020809805.52,,222920012.59,-795174531.76,-5049658237.08,,0.4,0.41000000000000003,0.47000000000000003,,14790190170.64,17032530730.18,23619966759.91,,1421204236.13,1462158821.57,1684044407.47,,CNY,14478,,,,,,
JIANGSU HENGLI HYDRAULIC,1148,1120,2307,"['Industries', 'Industry Machinery', 'Engineering Products']",166,114,312,,1990,,"Jiangsu Hengli Hydraulic Co.,Ltd",5614163835.32,7351648993.16,9239267851.67,12677936185.41,5783281154.77,7683879986.42,9240201840.56,12629977725.49,2812719806.78,3268678090.67,3092775476.26,3523139976.92,5414021975.86,7855038369.93,9309218098.53,8196713892.3,-452466514.95,-663032787.27,-932395764.44,-79554177.84,0.99,1.73,2.06,1.79,8426883642.1,10620327083.83,12332043327.93,16201076162.33,1296199825.84,2253874553.32,2693599997.73,2342722203.0,CNY,5801,,,,,,
CHINA ENERGY ENGINEERING CORPORATION LIMITED,2549,3696,,"['Industries', 'Engineering Services']",419,,,117830,2011,,China Energy Engineering Corporation Limited,113290352000.0,137928857000.0,149734000000.0,167486215000.0,153014165000.0,172371629000.0,190109457000.0,243817188000.0,308379949000.0,338123055000.0,379128588000.0,496864910000.0,247290988000.0,270327662000.0,322318565000.0,366393301000.0,-14513349000.0,-20191784000.0,-18653107000.0,-49025772000.0,0.1699,0.15,0.19,,421670301000.0,476051912000.0,528862588000.0,664351125000.0,5078524000.0,4680285000.0,6504102000.0,7809343000.0,CNY,114786,,,,,,
HUA XIA BANK,1463,1569,955,"['Financial Services', 'Banking Services']",224,187,121,39748,1992,,"Hua Xia Bank Co., Limited",269337000000.0,282655000000.0,300702000000.0,323322000000.0,775236000000.0,901444000000.0,959456000000.0,1017696000000.0,2751452000000.0,3117161000000.0,3375585000000.0,3576845000000.0,84719000000.0,95306000000.0,95878000000.0,93811000000.0,-61644000000.0,-61704000000.0,-103721000000.0,-86330000000.0,1.37,1.2,1.35,1.43,3020789000000.0,3399816000000.0,3676287000000.0,3900167000000.0,21905000000.0,21275000000.0,23535000000.0,25035000000.0,CNY,,False,,"['huaxia-bank-co-ltd', 'guangdong-huaxing-bank-co-ltd']","['Huaxia Bank Co., Ltd.', 'Guangdong Huaxing Bank Co., Ltd.']",0,3
HANGZHOU TIGERMED CONSULTING,1403,1223,2188,"['Healthcare', 'Health Care Diagnostics']",213,125,292,,2004,,"Hangzhou Tigermed Consulting Co., Ltd",5521647941.94,17858474094.3,20605197199.64,22681030941.49,4261957956.55,16118568008.27,18123626117.21,19827663469.6,2011003234.58,1647583625.18,3135974351.68,4765479654.95,2803309287.65,3192278504.71,5213538054.0,7085471468.87,-638152737.36,-2367430106.77,-2782684313.36,-2789365862.78,1.13,2.2,3.31,2.32,7532651176.52,19506057719.48,23741171551.32,27446510596.44,841634823.38,1749774781.53,2874163020.17,2006552035.3,CNY,9233,,,,,,
BANK OF SHANGHAI,1252,1351,860,"['Financial Services', 'Banking Services']",187,164,107,12699,1996,,"Bank of Shanghai Co., Ltd.",177226631000.0,190939019000.0,205768445000.0,,441586005000.0,455166108000.0,500678718000.0,,2059855312000.0,2271205002000.0,2447430234000.0,,49808777000.0,50752126000.0,56217277000.0,,-19536046000.0,4116629000.0,-51603223000.0,,1.3599999999999999,1.4,1.48,,2237081943000.0,2462144021000.0,2653198679000.0,,20297588000.0,20885062000.0,22042452000.0,,CNY,,,,,,,
CSPC PHARMACEUTICAL GROUP,1485,1352,1029,"['Healthcare', 'Pharmaceutical', 'HealthCare Products']",229,225,129,21527,1992,,CSPC Pharmaceutical Group Limited,19518165000.0,23101073000.0,26828231000.0,31641875000.0,18461723000.0,22332288000.0,25986672000.0,30226484000.0,6800157000.0,6969133000.0,7913345000.0,10127899000.0,22103192000.0,24942204000.0,27866870000.0,30936904000.0,-2457193000.0,-2129513000.0,-637326000.0,-6795984000.0,0.31070000000000003,0.43160000000000004,0.46890000000000004,0.5111,26318322000.0,30070206000.0,34741576000.0,41769774000.0,3714106000.0,5159655000.0,5605185000.0,6091390000.0,CNY,24837,,,,,,
WEICHAI POWER,907,827,837,"['Industries', 'Engineering Products', 'Engines Manufacturing', 'Electronics', 'Industry Machinery']",115,149,103,45361,2002,,"Weichai Power Co., Ltd.",69774725430.48,80433328376.02,102961664786.94,104110652160.41,66892879048.47,71931726033.23,89745790787.3,102023510210.08,167056949115.69,190316840575.27,174082760121.02,189555435692.08,174360892512.86,197491092926.42,203547703297.37,175157535625.82,-8390854506.84,-9416871193.31,-5408578985.85,-8545187443.4,1.15,1.16,1.13,0.5700000000000001,236831674546.17,270750168951.29,277044424907.96,293666087852.49,9104955354.35,9207129173.77,9254488225.85,4905013042.11,CNY,87591,,,,,,
