company_name,world_rank_2022,world_rank_2021,world_rank_2020,company_business,local_rank_2022,local_rank_2021,local_rank_2020,num_employees,founded_year,ipo_year,matched_to,total_liabilities_2019,total_liabilities_2020,total_liabilities_2021,total_liabilities_2022,net_income_2019,net_income_2020,net_income_2021,net_income_2022,basic_eps_2019,basic_eps_2020,basic_eps_2021,basic_eps_2022,total_revenue_2019,total_revenue_2020,total_revenue_2021,total_revenue_2022,total_capitalization_2019,total_capitalization_2020,total_capitalization_2021,total_capitalization_2022,investing_cashflow_2019,investing_cashflow_2020,investing_cashflow_2021,investing_cashflow_2022,total_assets_2019,total_assets_2020,total_assets_2021,total_assets_2022,total_equity_2019,total_equity_2020,total_equity_2021,total_equity_2022,currency,status,use_cases,slugs_matched,related_companies,total_articles,profile_tier
SUZHOU MAXWELL TECHNOLOGIES,2011.0,1891.0,7411.0,"['Technology', 'Semiconductors']",310.0,484.0,,,,,"Suzhou Maxwell Technologies Co., Ltd.",2.65,2.917,3.931,8.098,0.248,0.394,0.643,0.862,1.652778,4.7375,3.91,4.99,1.438,2.285,3.095,4.148,1.359,1.837,5.872,6.532,-0.159,-0.158,-1.935,-0.225,4.005,4.652,9.776,14.527,1.355,1.735,5.845,6.429,CNY,,,,,,
SHANDONG HUALU-HENGSHENG CHEMICAL,1872.0,1689.0,2829.0,"['Basic Materials', 'Chemicals', 'Fertilizers', 'Agriculture Related']",288.0,282.0,403.0,3921.0,,,"Shandong Hualu-Hengsheng Chemical Co., Ltd.",3.956,4.901,5.948,7.085,2.453,1.798,7.254,6.289,1.16,0.85,3.439,,14.19,13.115,26.636,30.245,15.735,16.643,23.961,30.18,-2.014,-2.266,-3.629,-7.292,18.187,20.549,28.653,35.005,14.231,15.649,22.705,27.921,CNY,,,,,,
NINGBO ZHOUSHAN PORT COMPANY,1819.0,2080.0,2038.0,"['Industries', 'Infrastructure', 'Freight Transport', 'Logistics', 'Shipping']",280.0,280.0,261.0,,2008.0,,Ningbo Zhoushan Port Company Limited,27.347,30.042,36.088,32.136,3.422,3.431,4.332,4.265,0.25,0.25,0.27,,24.322,21.268,23.128,25.855,47.836,59.075,66.757,83.447,-1.999,-6.557,-5.487,-5.36,71.779,85.419,94.962,108.689,44.432,55.377,58.873,76.553,CNY,,,,,,
PHARMARON BEIJING,1364.0,953.0,2512.0,"['Healthcare', 'Biotechnology', 'Medical Laboratory']",208.0,192.0,353.0,11012.0,2004.0,,"Pharmaron Beijing Co., Ltd.",2.097,2.975,8.094,9.653,0.547,1.172,1.661,1.375,0.552267,0.988333,1.3988,1.1625,3.757,5.134,7.444,10.266,8.309,9.265,14.552,15.003,-1.045,-3.371,-5.258,-2.209,9.935,11.909,18.389,20.493,7.838,8.934,10.295,10.84,CNY,,,,,,
SHANGHAI BAOSIGHT SOFTWARE,1584.0,1567.0,2901.0,"['Technology', 'Software and IT']",236.0,259.0,418.0,,1978.0,,"Shanghai Baosight Software Co.,Ltd.",2.999,6.558,8.257,8.921,0.879,1.301,1.819,2.186,0.4603549999999999,0.6984619999999999,0.935,1.12,6.849,9.518,11.759,13.15,7.065,7.283,9.017,9.943,-0.97,-0.617,-0.826,-0.291,10.268,14.07,17.86,19.581,7.269,7.513,9.604,10.66,CNY,,,,,,
HUALI INDUSTRIAL GROUP COMPANY LIMITED,1298.0,1405.0,,"['Consumer Cyclical', 'Apparels and Accessories']",198.0,,,,1995.0,,Huali Industrial Group Company Limited,5.445,3.997,5.253,3.915,1.821,1.879,2.768,3.228,3.42,1.79,2.45,,15.166,13.931,17.47,20.569,4.168,5.741,10.927,13.195,-1.368,-0.836,-4.35,-2.025,9.613,9.738,16.179,17.11,4.168,5.741,10.927,13.195,CNY,,,,,,
CHANGCHUN HIGH & NEW TECHNOLOGY INDUSTRY (GROUP),1228.0,1323.0,1238.0,"['Healthcare', 'Pharmaceutical', 'Biopharmaceutical', 'HealthCare Products']",181.0,97.0,152.0,6247.0,1993.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GD POWER DEVELOPMENT,2228.0,2464.0,2206.0,"['Utilities', 'Energy', 'Electricity Generation', 'Power Generation', 'Electric Utilities']",357.0,396.0,295.0,32913.0,1992.0,,"GD Power Development Co.,Ltd",248.199,238.8,286.736,302.58,1.869,2.633,-1.845,2.825,0.081,0.218,-0.103,0.154,116.599,116.421,168.185,192.681,183.114,173.729,186.247,202.329,-11.453,-12.188,-20.528,-39.365,364.848,357.337,397.909,412.852,116.649,118.538,111.172,110.271,CNY,,,,,,
LENOVO GROUP,1450.0,1558.0,1760.0,"['Technology', 'Electronics', 'Laptops', 'Computers Hardware', 'Mobiles & Accessories']",222.0,239.0,226.0,71500.0,1984.0,,Lenovo Group Limited,,28.069,34.38,39.116,,0.719,1.211,2.03,,0.0558,0.0954,0.1745,,50.716,60.742,71.618,,5.438,6.235,7.624,,-0.957,-0.976,-1.498,,32.128,37.991,44.51,,4.059,3.611,5.395,USD,False,,['lenovo'],['Lenovo'],3.0,3.0
ORIENT SECURITIES COMPANY,1468.0,1379.0,1492.0,"['Financial Services', 'Banking Services', 'Asset Management', 'Brokerage Services', 'Investments']",226.0,238.0,182.0,6339.0,1998.0,,Orient Securities Company Limited,208.96,230.886,262.457,290.669,2.435,2.723,5.371,3.011,0.3436889999999999,0.373148,0.72,,18.461,21.922,22.926,18.059,144.413,148.974,147.777,151.851,-4.725,3.462,18.492,-16.021,262.971,291.117,326.6,368.067,54.012,60.231,64.143,77.398,CNY,,,,,,
GLODON COMPANY,1679.0,1881.0,2528.0,"['Technology', 'Software and IT', 'Software Products']",260.0,195.0,355.0,,1998.0,,Glodon Company Limited,2.818,2.989,3.795,4.744,0.235,0.33,0.661,0.967,0.2087,0.2867,0.5636,,3.541,4.005,5.619,6.591,3.269,6.402,5.788,6.312,-0.227,-0.697,-1.541,-0.964,6.167,9.547,10.068,11.545,3.349,6.558,6.273,6.801,CNY,,,,,,
YTO EXPRESS GROUP,2024.0,3598.0,2666.0,"['Industries', 'Courier', 'Logistics']",312.0,469.0,376.0,1070.0,1992.0,,"YTO Express Group Co.,Ltd.",8.94,8.913,11.164,12.064,1.668,1.767,2.103,3.92,0.5897,0.5723,0.6656000000000001,1.1402,31.151,34.907,45.155,53.539,15.911,17.129,23.102,26.948,-3.763,-3.331,-7.127,-5.747,22.161,26.429,34.222,39.257,13.221,17.516,23.058,27.194,CNY,,,,,,
SMOORE INTERNATIONAL HOLDINGS,807.0,697.0,,"['Tobacco Products', 'Tobacco and Cigarette']",102.0,,,,2009.0,,Smoore International Holdings Limited,2.567,2.374,3.625,3.982,2.174,2.4,5.287,2.51,0.378477,0.4449,0.8854000000000001,0.4166,7.611,10.01,13.755,12.145,0.735,12.4,19.246,20.377,-0.489,-1.261,-5.226,-2.424,3.302,14.774,22.871,24.359,0.735,12.4,19.246,20.377,CNY,,,,,,
ALUMINUM CORPORATION OF CHINA,1355.0,1147.0,1811.0,"['Basic Materials', 'Mining', 'Metals', 'Aluminum']",207.0,303.0,238.0,63007.0,2001.0,,Aluminum Corporation of China Limited,132.346,123.73,119.593,124.592,0.851,0.741,5.08,4.192,0.55,0.85,8.15,5.975,190.074,185.994,269.748,290.988,106.893,105.592,109.754,113.0,-13.392,1.933,-0.744,-3.418,203.071,194.902,192.377,212.348,70.725,71.172,72.783,87.756,CNY,,,,,,
MONTAGE TECHNOLOGY GROUP,1488.0,1867.0,1310.0,"['Technology', 'Semiconductors', 'Processors / Chips', 'Technology Hardware and Instruments']",230.0,193.0,159.0,255.0,2004.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZHEJIANG SANHUA INTELLIGENT CONTROLS,1434.0,1538.0,2117.0,"['Industries', 'Electronics', 'Electrical Products', 'Refrigerators', 'Industry Machinery']",219.0,206.0,279.0,14478.0,,,"Zhejiang Sanhua Intelligent Controls Co.,Ltd",5.425,6.88,12.367,,1.421,1.462,1.684,,0.4,0.41,0.47,,11.287,12.11,16.021,,9.685,11.773,14.604,,0.223,-0.795,-5.05,,14.79,17.033,23.62,,9.365,10.153,11.253,,CNY,,,,,,
JIANGSU HENGLI HYDRAULIC,1148.0,1120.0,2307.0,"['Industries', 'Industry Machinery', 'Engineering Products']",166.0,114.0,312.0,,1990.0,,"Jiangsu Hengli Hydraulic Co.,Ltd",2.813,3.269,3.093,3.523,1.296,2.254,2.694,2.343,0.99,1.73,2.06,1.79,5.414,7.855,9.309,8.197,5.783,7.684,9.24,12.63,-0.452,-0.663,-0.932,-0.08,8.427,10.62,12.332,16.201,5.614,7.352,9.239,12.678,CNY,,,,,,
CHINA ENERGY ENGINEERING CORPORATION LIMITED,2549.0,3696.0,,"['Industries', 'Engineering Services']",419.0,,,117830.0,2011.0,,China Energy Engineering Corporation Limited,308.38,338.123,379.129,496.865,5.079,4.68,6.504,7.809,0.1699,0.15,0.19,,247.291,270.328,322.319,366.393,153.014,172.372,190.109,243.817,-14.513,-20.192,-18.653,-49.026,421.67,476.052,528.863,664.351,113.29,137.929,149.734,167.486,CNY,,,,,,
HUA XIA BANK,1463.0,1569.0,955.0,"['Financial Services', 'Banking Services']",224.0,187.0,121.0,39748.0,1992.0,,"Hua Xia Bank Co., Limited",2751.452,3117.161,3375.585,3576.845,21.905,21.275,23.535,25.035,1.37,1.2,1.35,1.43,84.719,95.306,95.878,93.811,775.236,901.444,959.456,1017.696,-61.644,-61.704,-103.721,-86.33,3020.789,3399.816,3676.287,3900.167,269.337,282.655,300.702,323.322,CNY,False,,"['huaxia-bank-co-ltd', 'guangdong-huaxing-bank-co-ltd']","['Huaxia Bank Co., Ltd.', 'Guangdong Huaxing Bank Co., Ltd.']",0.0,3.0
HANGZHOU TIGERMED CONSULTING,1403.0,1223.0,2188.0,"['Healthcare', 'Health Care Diagnostics']",213.0,125.0,292.0,,2004.0,,"Hangzhou Tigermed Consulting Co., Ltd",2.011,1.648,3.136,4.765,0.842,1.75,2.874,2.007,1.13,2.2,3.31,2.32,2.803,3.192,5.214,7.085,4.262,16.119,18.124,19.828,-0.638,-2.367,-2.783,-2.789,7.533,19.506,23.741,27.447,5.522,17.858,20.605,22.681,CNY,,,,,,
BANK OF SHANGHAI,1252.0,1351.0,860.0,"['Financial Services', 'Banking Services']",187.0,164.0,107.0,12699.0,1996.0,,"Bank of Shanghai Co., Ltd.",2059.855,2271.205,2447.43,,20.298,20.885,22.042,,1.36,1.4,1.48,,49.809,50.752,56.217,,441.586,455.166,500.679,,-19.536,4.117,-51.603,,2237.082,2462.144,2653.199,,177.227,190.939,205.768,,CNY,,,,,,
CSPC PHARMACEUTICAL GROUP,1485.0,1352.0,1029.0,"['Healthcare', 'Pharmaceutical', 'HealthCare Products']",229.0,225.0,129.0,21527.0,1992.0,,CSPC Pharmaceutical Group Limited,6.8,6.969,7.913,10.128,3.714,5.16,5.605,6.091,0.3107,0.4316,0.4689,0.5111,22.103,24.942,27.867,30.937,18.462,22.332,25.987,30.226,-2.457,-2.13,-0.637,-6.796,26.318,30.07,34.742,41.77,19.518,23.101,26.828,31.642,CNY,,,,,,
WEICHAI POWER,907.0,827.0,837.0,"['Industries', 'Engineering Products', 'Engines Manufacturing', 'Electronics', 'Industry Machinery']",115.0,149.0,103.0,45361.0,2002.0,,"Weichai Power Co., Ltd.",167.057,190.317,174.083,189.555,9.105,9.207,9.254,4.905,1.15,1.16,1.13,0.5700000000000001,174.361,197.491,203.548,175.158,66.893,71.932,89.746,102.024,-8.391,-9.417,-5.409,-8.545,236.832,270.75,277.044,293.666,69.775,80.433,102.962,104.111,CNY,,,,,,
ZHONGSHENG GROUP HOLDINGS,1092.0,1069.0,1628.0,"['Consumer Cyclical', 'Marketing Services', 'Automobile', 'Automobile Service', 'Automobile Dealers']",154.0,171.0,203.0,29293.0,1998.0,,Zhongsheng Group Holdings Limited,40.848,41.619,44.768,47.543,4.502,5.54,8.329,6.668,1.98,2.44,3.56,2.76,124.043,148.348,175.103,179.857,29.977,33.641,49.11,55.413,-3.139,-3.234,-9.417,-3.6,63.024,68.501,85.474,91.661,22.177,26.882,40.706,44.118,CNY,,,,,,
SUNNY OPTICAL TECHNOLOGY (GROUP) COMPANY,674.0,637.0,805.0,"['Technology', 'Cameras & Accessories', 'Electronics', 'Capital Goods']",79.0,106.0,100.0,24374.0,1984.0,,Sunny Optical Technology (Group) Company Limited,17.967,18.612,17.879,20.819,3.991,4.872,4.988,2.408,3.6481,4.4578,4.5652,2.2026,37.849,38.002,37.497,33.197,16.709,20.493,25.104,21.868,-3.556,-5.976,-2.902,-3.834,30.693,35.438,38.774,43.001,12.726,16.826,20.895,22.182,CNY,,,,,,
BANK OF BEIJING,1349.0,1493.0,936.0,"['Financial Services', 'Banking Services', 'Insurance']",206.0,177.0,118.0,14975.0,1996.0,,"Bank of Beijing Co., Ltd.",2528.077,2678.871,2761.881,3077.335,21.441,21.484,22.226,24.76,0.98,0.98,1.02,1.02,62.988,64.198,66.122,66.128,651.794,651.96,733.282,786.434,0.398,31.873,36.373,-14.565,2737.04,2900.014,3058.959,3387.952,208.963,221.143,297.078,310.617,CNY,,,,,,
HUANENG POWER INTERNATIONAL,2082.0,2451.0,1246.0,"['Utilities', 'Electric Utilities', 'Electricity Generation']",330.0,467.0,153.0,58263.0,1994.0,1994.0,"Huaneng Power International, Inc.",297.871,296.73,367.213,376.062,0.766,4.565,-10.636,-7.387,0.06,0.18,-0.77,,174.009,169.439,204.605,246.725,252.655,254.158,279.302,299.275,-29.034,-42.067,-42.657,-39.971,428.25,438.206,500.771,502.606,130.379,141.475,133.558,126.544,CNY,,,,,,
GUANGZHOU TINCI MATERIALS TECHNOLOGY,1279.0,1171.0,5792.0,"['Basic Materials', 'Chemicals']",193.0,302.0,,4020.0,2000.0,,"Guangzhou Tinci Materials Technology Co., Ltd.",2.359,2.475,6.529,12.693,0.016,0.533,2.208,5.714,0.008824,0.29,1.18,2.99,2.755,4.119,11.091,22.317,2.998,3.703,7.468,16.511,-0.289,-0.397,-1.758,-5.107,5.33,6.01,13.899,25.531,2.971,3.536,7.37,12.838,CNY,,,,,,
NINGXIA BAOFENG ENERGY GROUP,1061.0,1233.0,1542.0,"['Basic Materials', 'Chemicals', 'Mining', 'Coal Mining']",145.0,210.0,193.0,13397.0,2005.0,,"Ningxia Baofeng Energy Group Co., Ltd.",9.943,12.205,13.684,23.704,3.802,4.623,7.07,6.303,0.54,0.63,0.97,,13.568,15.928,23.3,28.43,26.039,30.578,35.051,44.786,-3.973,-2.453,-5.458,-11.177,33.295,38.105,44.374,57.578,23.352,25.9,30.69,33.875,CNY,,,,,,
CHINA NORTHERN RARE EARTH (GROUP) HIGH-TECH,879.0,739.0,2479.0,"['Basic Materials', 'Mining', 'Metals']",111.0,359.0,342.0,,1961.0,,"China Northern Rare Earth (Group) High-Tech Co.,Ltd",10.296,11.734,15.484,11.613,0.616,0.833,5.13,5.984,0.1697,0.2524,1.4191,1.6552,18.092,21.246,30.408,37.26,13.806,17.644,20.289,21.645,-0.056,-0.361,-1.859,-0.415,23.25,25.529,34.708,36.645,12.953,13.795,19.224,25.032,CNY,,,,,,
ZHEJIANG HUAYOU COBALT CO. LTD,1105.0,945.0,2340.0,"['Basic Materials', 'Mining', 'Metals', 'Cobalt Mining', 'Nickel']",157.0,202.0,317.0,,2002.0,,"Zhejiang Huayou Cobalt Co.,Ltd",13.176,14.494,34.088,,0.12,1.165,3.898,,0.084615,0.792308,2.5,,18.853,21.187,35.317,,8.801,11.344,26.122,,-5.086,-3.929,-8.761,,23.267,26.945,57.989,,10.091,12.452,23.901,,CNY,False,,['huayou-cobalt-co-ltd'],"['Huayou Cobalt Co., Ltd']",1.0,2.0
JD LOGISTICS,1083.0,817.0,1200.0,"['Freight Transport', 'Logistics', 'Transportation', 'Courier']",150.0,185.0,147.0,,2017.0,,"JD Logistics, Inc.",42.138,57.617,36.406,,-2.234,-4.134,-15.842,,-0.366718,-1.05,-3.19,,49.848,73.375,104.693,,-2.117,-4.942,37.938,,-2.61,-8.771,-11.122,,40.053,54.723,76.795,,-2.085,-2.894,40.389,,CNY,,,,,,
HOSHINE SILICON INDUSTRY,1065.0,582.0,3196.0,"['Basic Materials', 'Chemicals']",146.0,543.0,492.0,,2005.0,,"Hoshine Silicon Industry Co., Ltd.",8.785,10.216,10.072,29.756,1.106,1.404,8.212,5.148,1.17,1.5,8.17,4.79,8.939,8.968,21.343,23.657,9.601,11.859,21.217,34.675,-1.181,-1.351,-3.074,-12.147,17.387,20.002,30.314,53.733,8.602,9.786,20.242,23.978,CNY,,,,,,
SHANGHAI FOSUN PHARMACEUTICAL (GROUP),1185.0,965.0,1590.0,"['Healthcare', 'Pharmaceutical', 'HealthCare Products']",173.0,138.0,196.0,,1994.0,,"Shanghai Fosun Pharmaceutical (Group) Co., Ltd.",36.915,37.702,44.918,53.055,3.322,3.663,4.735,3.731,1.3,1.43,1.85,1.43,28.585,30.307,39.005,43.952,44.465,45.471,48.241,56.682,-0.172,-4.706,-3.857,-4.064,76.12,83.686,93.294,107.164,39.204,45.984,48.376,54.109,CNY,,,,,,
"HYGON INFORMATION TECHNOLOGY CO., LTD.",,,,['Software Products'],,,,1143.0,,,"Hygon Information Technology Co., Ltd.",2.844,3.445,4.196,3.704,-0.083,-0.039,0.327,0.804,-0.0465,-0.0206,0.16,,0.379,1.022,2.31,5.125,2.652,5.071,5.946,17.533,-0.926,-1.083,-0.083,-1.53,5.695,9.022,10.457,21.934,2.851,5.577,6.261,18.23,CNY,,,,,,
SHENWAN HONGYUAN GROUP,1104.0,1209.0,896.0,"['Financial Services', 'Investments', 'Asset Management', 'Stock Markets, Trading, Capital Markets']",156.0,145.0,112.0,11707.0,1996.0,,"Shenwan Hongyuan Group Co., Ltd.",303.706,401.034,493.957,496.437,5.735,7.766,9.398,2.789,0.24,0.31,0.38,0.11,24.311,29.111,33.528,19.857,204.419,255.915,292.892,273.343,-7.601,-11.847,32.041,-17.939,388.537,491.124,601.011,613.117,84.831,90.091,107.055,116.68,CNY,,,,,,
TENCENT MUSIC ENTERTAINMENT GROUP,1681.0,1408.0,788.0,"['Communication Services', 'Music', 'Internet or Mobile App Based Business', 'Entertainment']",261.0,79.0,98.0,3610.0,2016.0,,Tencent Music Entertainment Group,9.0,15.542,16.199,17.882,3.982,4.155,3.029,3.677,2.44,2.5,1.82,,25.434,29.153,31.244,28.339,43.59,57.42,55.379,53.635,-8.102,-14.206,-5.999,-1.446,52.678,68.273,67.254,67.009,43.678,52.731,51.055,49.127,CNY,False,,['tencent-music-entertainment-group'],['Tencent Music Entertainment Group'],0.0,3.0
"CHINA MOLYBDENUM CO., LTD.",1231.0,995.0,,"['Basic Materials', 'Mining', 'Copper Mining', 'Cobalt Mining']",183.0,,,10956.0,1982.0,,CMOC Group Ltd,67.367,75.106,89.186,102.982,1.857,2.329,5.106,6.067,0.09,0.11,0.24,,68.677,112.981,173.863,172.991,62.175,57.883,54.606,72.824,-2.679,-9.405,-4.892,-7.372,116.862,122.441,137.45,165.019,49.496,47.335,48.264,62.037,CNY,,,,,,
WILL SEMICONDUCTOR,536.0,635.0,888.0,"['Technology', 'Semiconductors', 'Electronics']",62.0,82.0,111.0,33300.0,2007.0,,"Will Semiconductor Co., Ltd.",9.521,11.123,15.776,17.09,0.466,2.706,4.476,0.99,0.562963,2.377778,3.822222,0.84,13.632,19.824,24.104,20.078,8.854,14.42,21.896,23.115,-1.728,-2.631,-2.899,-4.017,17.476,22.648,32.08,35.19,7.955,11.525,16.304,18.1,CNY,,,,,,
HUAZHU GROUP,1624.0,717.0,1161.0,"['Consumer Cyclical', 'Hotels', 'Consumer Services']",243.0,92.0,141.0,23028.0,2005.0,2010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FOCUS MEDIA INFORMATION TECHNOLOGY,1084.0,1312.0,1151.0,"['Communication Services', 'Media', 'Advertising']",151.0,120.0,140.0,11005.0,1997.0,,"Focus Media Information Technology Co., Ltd.",4.681,4.374,6.873,,1.875,4.004,6.063,,0.1296,0.2774,0.4198,,12.136,12.097,14.836,,14.581,17.017,18.379,,-1.582,-1.959,-2.43,,18.687,21.646,25.555,,14.006,17.272,18.683,,CNY,,,,,,
CHINA MERCHANTS SECURITIES,952.0,963.0,953.0,"['Financial Services', 'Trading', 'Securities', 'Brokerage Services', 'Stock Markets, Trading, Capital Markets']",122.0,95.0,120.0,9230.0,1991.0,,"China Merchants Securities Co., Ltd.",296.644,393.902,484.631,496.42,7.282,9.492,11.645,8.072,0.8200000000000001,1.06,1.25,0.86,17.826,23.235,27.829,17.558,195.669,249.899,298.725,297.509,-1.799,2.521,13.813,-19.13,381.772,499.727,597.221,611.662,85.128,105.825,112.59,115.242,CNY,True,,"['china-merchants-securities-co-ltd', 'china-merchants-securities', 'china-merchants-venture']","['China Merchants Securities Co., Ltd.', 'China Merchants Securities', 'China Merchants Venture']",0.0,3.0
HUATAI SECURITIES,919.0,1011.0,582.0,"['Financial Services', 'Securities', 'Stock Markets, Trading, Capital Markets']",119.0,112.0,69.0,10516.0,1990.0,,"Huatai Securities Co., Ltd.",436.526,584.439,654.615,678.718,9.002,10.822,13.346,11.053,1.04,1.2,1.47,1.18,22.136,27.239,35.275,30.811,251.517,286.667,358.594,364.959,-3.943,-13.452,-0.262,-16.715,562.181,716.751,806.651,846.567,125.655,132.312,152.036,167.849,CNY,,,,,,
CHINA RAILWAY CONSTRUCTION CORPORATION,1208.0,1340.0,743.0,"['Industries', 'Infrastructure', 'Railway Operating Company', 'Rail Transport', 'Construction']",178.0,183.0,89.0,,1948.0,,China Railway Construction Corporation Limited,819.218,929.154,1006.477,1137.935,20.197,22.393,24.691,26.642,1.4,1.5,1.6,,830.452,910.325,1020.01,1096.313,324.04,391.428,413.369,451.996,-50.169,-50.298,-61.07,-55.646,1081.239,1242.793,1352.97,1523.951,262.022,313.639,346.493,386.016,CNY,,,,,,
ENN ENERGY HOLDINGS,1054.0,969.0,1228.0,"['Utilities', 'Oil and Gas', 'Energy', 'Gas Utilities']",144.0,169.0,150.0,,1992.0,,ENN Energy Holdings Limited,50.225,53.871,57.838,56.796,5.67,6.278,7.755,5.865,5.05,5.59,6.88,,70.183,71.617,93.113,110.051,37.518,43.275,43.817,52.485,-6.796,-6.491,-6.766,-5.726,81.245,90.043,99.988,102.351,31.02,36.172,42.15,45.555,CNY,False,,['enn-energy-holdings-limited'],['ENN Energy Holdings Limited'],0.0,1.0
DJI,1040.0,1040.0,1040.0,"['Robotics', 'Drones', 'Technology Hardware and Instruments', 'Electronics', 'Cameras & Accessories']",142.0,160.0,133.0,,,,Dow Jones Industrial Average,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GF SECURITIES,865.0,1026.0,996.0,"['Financial Services', 'Investments', 'Asset Management', 'Wealth Management', 'Securities']",108.0,162.0,127.0,12307.0,1991.0,,"GF Securities Co., Ltd.",300.254,355.19,425.054,492.463,7.539,10.038,10.854,7.929,0.99,1.32,1.42,,22.362,28.113,32.784,24.196,196.35,233.777,286.057,296.969,-10.128,-19.45,21.24,-31.401,394.391,457.464,535.855,617.256,94.137,102.274,110.801,124.793,CNY,False,,['gf-securities-co-ltd'],"['GF Securities Co., Ltd.']",0.0,3.0
DAQIN RAILWAY,1333.0,1511.0,933.0,"['Industries', 'Railway', 'Railway Operating Company', 'Rail Transport', 'Infrastructure']",203.0,188.0,117.0,96995.0,2004.0,,"Daqin Railway Co., Ltd.",25.821,52.376,63.218,62.108,13.669,10.896,12.181,11.196,0.92,0.72,0.8200000000000001,0.75,79.917,72.322,78.682,75.758,122.865,157.444,165.793,169.552,-7.958,1.488,-3.333,-2.878,148.044,182.203,198.546,202.297,122.223,129.826,135.328,140.189,CNY,,,,,,
HAIDILAO INTERNATIONAL HOLDING,1616.0,900.0,700.0,"['Consumer Cyclical', 'Restaurants']",240.0,65.0,86.0,102793.0,1994.0,,Haidilao International Holding Ltd.,9.988,17.29,20.093,13.983,2.345,0.309,-4.163,1.374,0.44,0.06,-0.78,0.25,26.556,28.614,41.112,31.039,10.708,10.564,11.972,9.722,-5.026,-4.691,-4.953,-0.757,20.614,27.527,28.021,21.439,10.626,10.237,7.929,7.456,CNY,,,,,,
HAITONG SECURITIES,969.0,957.0,609.0,"['Financial Services', 'Securities', 'Stock Markets, Trading, Capital Markets', 'Brokerage Services', 'Asset Management']",126.0,121.0,72.0,10837.0,1988.0,,"Haitong Securities Co., Ltd.",495.675,525.947,567.17,575.986,9.523,10.875,12.827,6.545,0.8300000000000001,0.9,0.98,0.5,34.304,37.681,41.541,25.17,399.788,434.805,446.529,459.674,1.052,-16.456,-20.937,-15.284,636.794,694.073,744.925,753.608,141.119,168.126,177.755,177.622,CNY,,,,,,
CHINA CSSC HOLDINGS,1175.0,1208.0,3033.0,"['Industries', 'Infrastructure', 'Ships and Boats', 'Shipping', 'Engineering Products']",172.0,226.0,449.0,7670.0,1998.0,,China CSSC Holdings Limited,23.284,99.684,107.298,111.958,0.405,0.306,0.214,0.172,0.71,0.07,0.05,0.04,23.136,55.244,59.74,59.558,17.719,49.857,53.972,56.905,-1.215,-2.557,-4.558,-8.341,44.351,152.51,160.402,162.438,21.067,52.826,53.104,50.479,CNY,,,,,,
GUANGDONG HAID GROUP,1116.0,1311.0,1890.0,"['Consumer Defensive', 'Food Products', 'Animal Healthcare Companies', 'FMCG', 'Package Foods']",158.0,168.0,249.0,20774.0,1998.0,,"Guangdong Haid Group Co., Limited",9.112,12.568,19.715,24.888,1.649,2.523,1.596,2.954,1.06,1.6,0.98,1.79,47.613,60.324,85.999,104.715,9.925,15.134,18.872,22.891,-2.117,-4.321,-4.223,-5.445,18.854,27.527,35.649,44.238,9.742,14.959,15.933,19.35,CNY,,,,,,
YUNNAN BAIYAO GROUP,1009.0,1213.0,978.0,"['Healthcare', 'Pharmaceutical', 'Chemicals', 'HealthCare Products']",134.0,119.0,125.0,8131.0,1902.0,,"Yunnan Baiyao Group Co.,Ltd",11.558,16.875,13.859,14.794,4.184,5.516,2.804,3.001,2.342857,3.085714,2.21,1.9,29.665,32.743,36.374,36.488,38.855,38.089,38.316,38.506,13.966,1.086,3.999,-6.316,49.658,55.219,52.293,53.321,38.1,38.344,38.434,38.527,CNY,,,,,,
CHINA MERCHANTS SHEKOU INDUSTRIAL ZONE HOLDINGS,1164.0,1645.0,708.0,"['Real Estate', 'Infrastructure']",168.0,173.0,87.0,48465.0,1979.0,,"China Merchants Shekou Industrial Zone Holdings Co., Ltd.",390.318,483.8,579.448,602.031,16.033,12.253,10.372,4.264,1.99,1.46,1.16,0.41,97.672,129.621,160.643,183.003,181.956,201.726,242.555,262.534,-13.158,-4.818,-24.277,-10.014,617.688,737.157,856.203,886.471,227.37,253.357,276.755,284.44,CNY,,,,,,
CHINA COAL ENERGY COMPANY,1647.0,1507.0,1765.0,"['Energy', 'Mining', 'Coal Mining']",251.0,352.0,229.0,44356.0,2006.0,,China Coal Energy Company Limited,155.114,157.833,179.336,175.051,5.626,5.904,13.282,18.241,0.42,0.45,1.04,,129.294,140.961,231.127,220.577,153.35,173.066,188.403,183.248,-8.657,-14.243,-25.382,-22.046,272.483,281.686,321.738,340.109,117.369,123.854,142.403,165.059,CNY,,,,,,
BANK OF NANJING,1388.0,1458.0,1446.0,"['Financial Services', 'Banking Services']",212.0,220.0,177.0,11489.0,1996.0,,"Bank of Nanjing Co., Ltd.",1255.507,1409.043,1626.382,,12.453,13.101,15.857,,1.42,1.34,1.54,,31.924,33.878,40.496,,305.029,329.695,376.532,,0.792,-41.751,-128.371,,1343.435,1517.076,1748.947,,87.928,108.033,122.565,,CNY,False,,['bank-of-nanjing'],['Bank of Nanjing'],0.0,3.0
